,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
853,양송이버섯 달걀 크레페,"양송이버섯 12.8g, 달걀 11g, 에벤탈치즈 20g, 메밀가루 20g, 달걀 22g, 밀가루 20g, 우유 80g, 설탕 10g, 양파 8g, 파슬리다진것 0.4g, 감자 20g, 로즈마리다진것 0.2g, 마늘다진것 1.2g, 식용유 1g","['메밀가루, 달걀, 우유, 밀가루, 설탕을 믹서에 갈아 놓는다.', '양송이버섯과 양파는 얇게 썬다. 감자는 1cm 정육면체로 잘라서 삶아 놓는다.', '팬에 식용유를 두르고 다진 마늘과 로즈마리, 파슬리, 감자를 볶는다.', '또 다른 팬에서는 양파를 볶다가 양송이버섯을 넣고 볶아둔다.', '팬에 1의 반죽을 얇게 부친 뒤 뒤집어 볶은 양송이버섯과 3의 감자, 달걀을 올린다.', '에멘탈 치즈를 고루 뿌리고 반을 접어 완성한다.']",319,48,16,7,105
854,채소 팬케익,"당근갈은것 40g, 돼지호박갈은것 20g, 셀러리다진것 10g, 양파다진것 10g, 중력분 32g, 후춧가루 0.21g, 저나트륨 베이킹 파우더 0.5g, 머스터드 파우더 0.5g, 식용유 2g, 달걀 55g, 저지방우유 100g, 메이플시럽 3g","['당근, 돼지호박은 큼직하게 썬다. ', '셀러리와 양파는 곱게 다진다.', '믹서에 당근, 돼지호박, 저지방우유, 달걀, 중력분, 머스터드 파우더, 저나트륨 베이킹 파우더, 후춧가루를 넣고 간다.', '3을 그릇에 붓고 셀러리와 양파를 섞는다.', '팬에 식용유를 넣고 팬케이크를 부친다.', '메이플시럽을 곁들여 낸다.']",286,38,14,7,275
855,누룽지과자,"밥 20g, 달걀흰자 20g, 밀가루 8g, 식용유 2g, 땅콩 10g, 건포도 10g, 호두 12g, 딸기잼 40g","['찬밥에 달걀흰자, 밀가루를 넣고 되직하게 반죽한다.', '1cm두께로 민 뒤 둥근 모양 또는 하트 모양으로 만든다.', '땅콩, 호두는 잘게 다진다.', '팬에 식용유를 넣고 빚어 놓은 밥을 앞, 뒤로 노릇하게 굽는다.', '구워진 밥 과자 윗면에 딸기잼을 바른다.', '건포도, 호두, 땅콩을 고루 얹어준다.']",344,48,8,14,62
856,단호박 경단,"단호박 18g, 찹쌀가루 18g, 카스텔라 18g, 소금 0.2g, 건포도 2g, 호박씨 0.8g, 잣 2g, 물 10g","['카스텔라는 굵게 떼어 믹서기에 곱게간다.', '단호박은 깨끗이 씻어 찜통에 넣고 쪄낸 뒤 껍질을 제거하고 뜨거울 때 체에 내린다.', '찹쌀가루에 소금을 넣고 뜨거운 물을 조금씩 부으면서 익반죽 하다가 2의 으깬 단호박을 넣고 되직해질 때까지 반죽한다.', '3의 반죽을 떼어내 손바닥으로 동그랗게 굴려서 가운데 잣을 하나씩 넣고 동그랗게 빚는다.', '끓는 물에 4의 경단을 넣고 삶아 둥둥 떠오르면  잠시 두었다 건져 차가운 물에 헹군다.', '경단에 카스텔라 가루를 1/3가량 뭍하고 건포도와 호박씨로 장식한다.']",162,30,3,3,87
857,모듬탕수,"표고버섯마른것 20g, 연근 20g, 주황파프리카 20g, 노랑파프리카 20g, 브로컬리 20g, 식용유 10g [소스소개] 탕수소스:감자녹말가루 7g, 레드와인 5g, 간장 2g, 식초 1g, 설탕 1g","['표고버섯은 불려서 기둥을 떼고 끓는 물에 삶은 다음 물기를 제거한다.', '손질한 표고버섯은 간장, 다진마늘, 참기름으로 양념한다.', '연근은 껍질을 벗기고 깍둑 썰기하여 식초 물에 담근다.', '파프리카는 마름모 형태로 썰고 브로콜리는 한 입 크기의 송이로 자른다.', '준비한 재료에 녹말가루를 충분히 묻혀서 170℃ 정도의 식용유에서 튀겨낸다.', '레드와인, 간장, 식초, 설탕을 넣고 20분가량 끓여 졸인다음 녹말과 물을 섞은 물녹말로 농도를 맞추어 4에 끼얹어 낸다']",205,26,5,1,120
858,새싹 비빔밥,"밥 100g, 각종 새싹 20g, 무순 2g, 샐러리 5g, 쑥갓 5g, 래디쉬 15g [소스소개] 저나트륨 볶음고추장(5인분):고추장 7.5g, 물 15g, 사과 50g, 설탕 2.5g, 참기름 2g, 쇠고기다진것 20g  고*양념(5인분):파다진것 2.5g, 마늘다진것 1.3g, 깨소금 1.3g, 참기름 2g, 후춧가루 2g","['새싹과 무순은 씻어 물기를 제거한다.', '셀러리는 껍질을 벗겨 3cm로 어슷썬다.', '쑥갓은 3cm로 썰고, 래디쉬는 채썬다.', '다진 소고기는 고기양념을 한다.', '팬에 식용유를 소량 넣고 양념한 소고기를 볶다가 분량의 소스 재료를 넣고 볶아 저나트륨 볶음고추장을 만든다.', '그릇에 밥을 담고 준비된 새싹과 채소를 돌려담고 저나트륨 볶음고추장을 곁들인다.']",282,50,8,7,318
859,가지볶음,"가지 70g, 생강 0.5g, 고추장 2g, 물엿 2g, 통깨 0.5g, 들기름 2g","['가지를 깨끗하게 씻어 1x1x4cm로 썬다.', '생강을 곱게 다진다.', '고추장, 물엿, 통깨와 섞어 양념장을 만든다.', '팬에 들기름을 넣고 센불에서 가지를 볶는다.', '가지가 다 볶아지면 양념장을 넣어 양념장이 섞일 정도로만 볶는다.', '접시에 담는다.']",37,4,0,2,68
860,감자냉채,"감자 40g, 래디쉬 5g, 오이 10g [소스소개 단촛물:물60g, 식초 1.5g, 설탕 1.5g, 파인애플주스 1.5g, 소금 0.3g 겨자초장:겨자가루 1.5g, 물미지근한것 1g, 설탕 2g, 식초 3g, 소금 0.03g, 파인애플주스 1.6g","['감자는 껍질을 벗긴다.', '감자는 0.3x0.2x7cm로 채썬다.', '오이는 씻어 0.3x0.2x7cm로 채썬다.', '래디쉬는 씻어 0.3x0.2x2cm로 채썬다.', '단촛물을 감자, 오이, 래디쉬를 각각 담궜다가 물기를 뺀다.', '채소를 차게 두었다가 겨자초장을 곁들인다.']",51,10,1,0,113
861,고추잡채,"돼지고기 30g, 청피망 30g, 죽순통조림 6g, 홍고추 1.4g, 표고버섯 7g, 소금 0.4g, 참기름 1g, 식용유 5g[소스소개] 고기 밑간*양념:후춧가루 0.1g, 정종 1g, 달걀 4g, 녹말가루 3g","['고추는 반으로 갈라 속을 제거한다.', '손질한 고추는 3cm 길이로 채썬다.', '죽순, 표고버섯, 대파, 생강을 채썬다.', '돼지고기는 얇게 저민 후 0.3x5cm 길이로 곱게 채썰어 밑간 한다.', '밑간 한 돼지고기를 달걀흰자, 녹말가루에 묻혀 놓는다.', '팬에 식용유를 넣고 생강을 볶아 향을 내고 채소, 고기를 넣어 볶다가 간을 한 다음 참기름을 두르고 굽는다.']",150,4,6,11,147
862,쌈밥,"*주재료 2g저나트륨 초고추장:고추장 1g, 식초 0.5g,설탕 0.5g,사이다 0.5g","['고슬고슬하게 지은밥에 참기름을 섞고 다진 소고기는 후춧가루, 참기름에 무친 뒤 볶아서 밥과 섞어 주먹밥을 만든다.', '근대는 데친 뒤 소금, 다진 마늘, 참기름으로 무친다.', '쌈다시마는 물에 헹군 뒤 끓는 물에 파랗게 데쳐 6cm폭으로 자른다.', '케일, 앤다이브는 씻어서 물기를 빼고 깻잎은 저나트륨 양념간장에 재운다.', '미나리와 오징어는 손질하여 살짝 데치고 오징어는 얇게 저며 썬다.', '1의 주먹밥을 준비한 각각의 재료로 말아 싼 다음 쌈장, 저나트륨 초고추장을 올려 마무리 한다.']",315,57,13,3,558
863,단호박 두부찜,"*주재료 1.1g, 다시물 12.3g, 맛술 0.4g, 설탕 0.4g, 소금 0.1g, 식용유 0.7","['단호박은 깨끗이 씻어 반을 갈라 씨를 제거하고 찜통에서 쪄낸다.', '식힌 단호박은 껍질을 제거하고 한 입 크기로 썬다.', '두부는 1.5cm 정육면체로 썰어 데친다.', '마늘은 편으로 썰고 청고추는 송송 썰어 팬에 볶는다.', '간장에 분량의 재료를 한데 섞어 살짝 끓여 식힌다.', '준비된 재료를 담고 소스를 뿌린다.']",37,5,2,1,220
864,단호박전,"단호박 50g, 밀가루 50g, 소금 0.2g, 식용유 10g, 물 10g","['단호박은 껍질을 벗겨 속살은 그대로 두고 씨만 털어 낸다.', '속살은 숟가락으로 긁어내어 다진다.', '나머지 부분은 채썰어 2~3번 다진 후 소금을 조금 넣고 살짝 절인다.', '호박에 물기가 생기면 밀가루를 넣어 되직하게 반죽한다.', '팬이 가열되면 식용유를 넣고 한 숟가락씩 떠넣어 얇게 펴서 부친다.', '앞뒤로 노릇하게 부치고 접시에 담아 완성한다.']",310,46,6,10,77
865,도라지 검은깨 튀김,"도라지 25g, 검은깨 1.25g, 찹쌀가루 8.75g, 튀김가루 10g, 식용유 3g[소스소개] 저나트륨 간장소스:간장 1g, 식초 2g, 설탕 2g, 물 3g, 고추냉이 0.5g","['통 도라지는 껍질을 벗기고 0.3cm 두께로 썬다.', '손질한 도라지는 옅은 소름물에 잠시 담가 쓴맛을 없애고 차가운 물에 헹궈 물기를 닦는다. (3% 소금물)', '그릇에 찹쌀가루와 튀김가루를 넣어 걸쭉한 농도가 되도록 물을 부어 튀김옷의 농도를 맞춘다.', '농도를 맞춘 튀김옷 반죽에 검은깨를 섞는다.', '손질한 도라지에 튀김옷을 입혀 170℃의 식용유에 튀긴다.', '저나트륨 간장소스를 곁들인다.']",134,23,2,4,163
866,발사믹으로 양념한 채소요리,"브로컬리 20g, 컬리플라워 20g, 돼지호박 10g, 당근 10g, 양파 10g, 가지 10g [소스소개] 저나트륨 발사믹소스:올리브오일 30g, 포도식초 5g, 오레가노마른것 0.5g, 타임마른것 0.5g, 로즈마리마다진것 0.5g, 저나트륨소금 0.2g","['브로콜리와 컬리플라워는 한 입 크기로 손질한다.', '당근, 돼지호박, 양파는 5cm 길이로 가늘게 채썬다.', '가지는 길게 썬다.', '브로콜리, 컬리플라워, 당근을 끓는 물에 데친 후 냉수에 헹궈낸다.', '발사믹소스를 만든다.', '준비한 채소들을 발사믹소스에 절인다.']",300,5,2,30,76
867,버섯 굴소스 볶음,"표고버섯 5g, 양송이버섯 10g, 느타리버섯 10g, 팽이버섯 5g, 새송이버섯 10g, 식용유 2g [소스소개]굴소스:굴소스 0.3g, 간장 0.3g, 마늘다진것 1g, 물 5g, 참기름 0.6g, 부추 또는 실파 10g","['버섯들은 잘 씻어 건진다.', '팬에 식용유를 두르고 버섯을 넣어 175℃ 오븐에서 5분 가열한다.', '소스 양념을 모두 섞어 끓인다.', '오븐에 구운 버섯에 3의 소스를 뿌린다.', '부추를 버섯크기와 비슷하게 썬다.', '썬 부추나 실파로 장식한다.']",38,3,1,2,32
868,비트와 호두 요리,"비트 80g, 사워크림 15g, 식용유 1g, 파슬리 다진것 약간[소스소개]비*양념:식초 15g, 설탕 7g, 후추 0.1g, 식용유 1g 호두캐러멜:호두 12g, 황설탕 24g, 물 15g, 게피 0.5g, 넛맥 0.5g","['비트는 물에 삶아 80%를 익힌다.', '껍질을 벗기고 모양내어 썬다. ', '비트는 분량에 맞게 양념한다.', '양념한비트는 175℃ 오븐에서 굽는다.', '호두캐러멜을 만든다. (펜에 설탕과 물을 녹이고 계피, 넉맷을 넣은 뒤 호두를 넣는다.)', '그릇에 비트와 호두캐러멜을 담고 사워크림과 다진 파슬리로 장식한다.']",267,38,3,10,71
869,상추 겉절이,"상추 15g, 간장 2g, 물 2g, 매실농축액 5g, 고춧가루 1g, 통깨 0.4g, 식초 0.4g, 영양부추 10g, 양파 5g, 홍고추 3g","['상추를 깨끗하게 씻어 물기를 뺀 후 먹기 좋게 자른다.', '영양부추는 3cm 길이로 썰고, 양파는 3cm 길이로 얇게 채썬다.', '홍고추도 3cm 길이로 얄게 채썬다.', '모든 채소들을 차가운 물에 담갔다가 물기를 빼서 준비해둔다.', '간장에 물, 매실농축액, 고춧가루, 통깨, 식초를 넣어 겉절이 양념을 만든다.', '상추에 양념을 넣고 젓가락으로 섞어준다.']",19,3,1,0,108
870,수삼 냉채,"수삼 10g, 배 20g, 오이 20g, 샐러리 20g >[소스소개] 저나트륨내채소스:대추 1g, 유자청 10g, 소금 0.5g, 식초 2g, 꿀 2g","['수삼은 흙을 깨끗이 씻은 후 잔뿌리를 다듬어내고 길이로 얇게 썬다.', '배, 오이, 셀러리도 각각 1.5cm x 7cm 크기로 얇게 썬다.', '대추와 유자는 잘게 다진다. ', '수삼, 오이, 배, 셀러리는 차가운 물에 담가 조직감을 살린다.', '대추, 유자청, 소금, 식초, 꿀물을 합하여 저나트륨 냉채소스를 만든다.', '4의 채소를 건져서 물기를 제거하고 소스에 살짝 버무려 낸다.']",38,9,1,0,202
871,아시아식 채소 두부 볶음,"해선장 2g, 간장 1.3g, 녹말 5g, 참기름 2.5g, 식용유 5g, 마늘다진것 2.5g, 두부1.2cm 90g, 그린빈 10g, 청경채 20g, 영콘 15g, 밤 20g, 땅콩다진것 10g, 물 20g","['작은 불에 물과 해선장소스, 간장, 전분, 참기름, 녹말가루를 넣고 녹말가루가 잘 풀릴 때까지 섞는다.', '큰 소스팬을 중간불에 올린다. 식용유를 두르고 마늘을 15~20초간 타지않게 볶는다. ', '두부를 넣고 옅은 골든 브라운 색이 날 때까지 3~4분간 익힌다.', '데친 그린빈, 청경채, 영콘, 밤을 넣고 섞어준다.', '볶은 두부에 소스를 끼얹는다.', '땅콩가루를 뿌려 완성한다.']",375,20,13,17,187
872,양배추 깻잎 피클,"양배추 16g, 깻잎 6g, 설탕 2g, 청고추 1g, 홍고추 1g [소스소개]피클소스:물 35g, 식초 2g. 소금 1g, 통후추 0.5g","['물, 식초, 설탕, 소금, 통후추를 살짝 끓인 후 식혀 준비한다.', '양배추와 깻잎을 한장씩 켜켜이 쌓는다.', '깻잎 크기에 맞추어 썬다.', '청, 홍고추는 어슷썰어 씨를 털어낸다.', '그릇에 양배추, 깻잎, 청·홍고추를 무거운 것으로 눌러놓아 뜨지 않게 한 다음 준비한 피클국물을 붓는다.', '뚜껑을 닫아 밀봉하여 냉장고에 보관한다.']",14,3,0,0,337
873,얼갈이 무침,"얼갈이 배추 60g, 홍고추 0.6g [소스소개저나트륨 무*양념:두부 30g, 된장 3.5g, 마늘 1.5g, 깨 2g, 참기름 1g, 사과 20g, 홍고추 5g,물 15g","['얼갈이 배추를 씻는다.', '씻은 배추는 끓는 물에 데친다.', '홍고추는 씨를 빼고 어슷하게 채썬다.', '데친 얼갈이 배추를 차가운 물에 씻어 꼭 짠다.', '저나트륨 무침양념 재료들을 믹서에 넣고 간다.', '4에 채썬 고추와 무침 양념을 넣고 버무린다.']",71,6,4,4,181
874,오이초절임,"*필수 재료 : 오이(60g), 통마늘(3g), 생강(5g), 말린 홍고추(3g)?오이초절임소스 : 양조식초(60g), 설탕(60g), 두반장(3g), 고추기름(40g), 물(60g)*양념 : 소금(3g)","['오이는 길이로 4등분하여 삼각썰기 한 후 0.8cm 두께의 막대모양으로 썬다.', '소금에 살짝 절여 꼭 짜서 준비한다.', '통마늘은 길이로 3등분하고 생강은 편으로 썬다.', '마른 홍고추는 가위를 사용하여 어슷하게 자른다.', '손질한 모든 재료를 볼에 담고 푹 잠길 정도로 오이초절임소스를 붓는다.', '냉장 보관해 마무리한다.']",94,21,0,0,86
875,잡채,"당면 20g, 등심얇게썬것 20g, 당근 5g, 표고버섯마른것 10g, 느타리버섯 10g, 양파 10g, 호부추 5g, 도라지 10g, 달걀 5g, 간장 2g, 설탕 5g, 마늘 1g, 대파 10g, 후춧가루 0.1g, 깨소금 1g, 참기름 2g, 식용유 1g [소스소개] 저나트륨간장소스:간장 1g, 물 2g, 설탕 1g, 식초 1g","['당면은 물에 불렸다가 끓는 물에 충분히 삶아 부드러워지면 차가운 물에 헹구어 물기를 뺀다.', '표고버섯은 불려 꼭 짜 채썬 후 간장, 들기름에 무쳐 팬에 볶는다.', '양배추, 오이, 당근, 깻잎, 상추, 피망, 파프리카는 곱게 채썬다.', '배를 강판에 간다.', '배와 간장, 소금, 식초, 겨자, 설탕을 넣어 잡채 양념을 만든다.', '큰 접시에 준비된 채소를 예쁘게 돌려 담고 가운데 당면을 놓은 후 양념을 부어준다.']",197,29,6,6,255
876,참기름 드레싱의 즉석 샐러드,"상추 10g, 오이 10g, 당근 5g, 비타민 5g, 방울토마토 10g, 쑥갓 2g, 견과류 : 아몬드,호두 2g [소스소개] 참기름드래싱:간장2g, 마늘 2g, 레몬즙 2g, 식초 15g, 참기름 4g, 고운고춧가루 1g, 통깨 0.5g, 설탕 2.5g","['샐러드 재료들을 잘 씻는다.', '체에 받쳐 물기를 제거한다.', '채소들을 한입 크기로 썰어둔다.', '드레싱 재료를 섞어 참기름 드레싱을 만든다.', '유리병에 모든 재료를 넣고, 참기름 드레싱을 넣고 섞은 후 접시에 담아 낸다.', '샐러드 위에 견과류를 뿌려 마무리 한다.']",77,6,1,5,110
877,고추 장떡,"청고추 10g, 깻잎 10g, 애호박 20g, 홍고추 5g, 밀가루 50g, 고추자 3g, 식용유 5g","['애호박은 다진다.', '깻잎은 송송 썰어 굵게 다진다.', '풋고추와 홍고추는 반을 갈라 얇게 썬다.', '밀가루에 물을 넣어 되게 반죽한 후 고추장을 풀어준다.', '반죽에 채소를 넣어 섞은 후 기름 두른 팬에 장떡을 두껍지 않게 부친다. ', '썰어놓은 청고추와 홍고추로 장떡을 장식한다.']",250,41,6,5,111
878,나박김치,"배추잎 50g, 무30g, 당근 10g, 실파 5g, 수삼 10g, 마늘 3g, 생강 5g, 고춧가루 2.5g, 미나리 10g, 홍고추 2g, 물 70g, 소금 0.5g","['배추, 무는 2x2cm로 나박썬다.', '썰어논 배추, 무는 소금에 살짝 절여둔다.', '당근은 모양을 내어 썰고 실파, 미나리도 2cm로 썰어둔다.', '마늘과 생강, 홍고추는 채썰고 수삼은 어슷하게 썬다.', '물을 끓여 식힌 후 소창에 고춧가루를 싸서 김치국물을 만든다.', '무와 배추가 절여지며 준비한 재료들에 김치국물을 부어 완성한다.']",39,9,2,0,196
879,고구마 빠스,"고구마 60g, 설탕 20g, 물 2g, 검은깨 2g, 식용유 10g","['고구마를 깨끗이 씻어 껍질을 벗긴다.', '고구마를 길게 4등분 하여 4cm로 토막낸다.', '깊은 팬에 식용유를 넣고 160℃로 만든다.', '3에 고구마를 넣고 저어가며 4분 정도 노릇하게 튀긴다.', '팬에 식용유를 약간 넣고 뜨거워지면 설탕을 넣어 중불에 녹여 갈색나는 시럽을 만든다.', '튀긴 고구마를 시럽에 버무리고 검은깨를 뿌린다.']",253,39,1,11,9
880,검은콩 스프,"콩 30g, 닭육수 70g, 토마토 30g, 큐민파우더 1g, 파슬리말린것 1g, 카엔패퍼 2g, 사워크림 2g, 두유 70g, 식용유 4g, 양파다진것 7g, 샐러리 3g, 마늘 1g","['양파, 셀러리, 마늘, 토마토를 굵게 다진다.', '팬에 양파를 볶다가 셀러리와 마늘을 볶는다.', '콩과 두유를 넣은 뒤 토마토, 육수, 큐민, 파슬리, 카엔패퍼를 넣는다.', '볶은 재료들을 모두 믹서로 간다.', '믹서에 간 재료들을 체에 거른다.', '체에 거른 것을 끓여주고 사워크림으로 장식한다']",220,15,15,12,117
881,곤약 콩조림,,"['곤약은 4cm 길이로 얇게 썬 후 가운데 칼집을 넣어 꼰다.', '곤약은 데쳐서 준비한다.', '콩은 불리고 마늘은 편으로 썬다.', '마늘쫑은 3cm 길이로 자르고, 파프리카는 1.5 x 4cm로 썬다.', '냄비에 저나트륨 조림소스 재료를 넣고 곤약을 넣어 약한 불에서 졸인다.', '나머지 재료를 넣어 연하게 졸여낸다']",96,10,7,3,210
882,도토리묵 콩국,"*주재료 1.5g, 소금 0.1g","['대두는 6시간 이상 물에 불린다.', '불린통은 20~25분 정도 삶은 후 껍질을 제거한다.', '껍질을 제거한 삶은 콩에 참깨와 물을 넣고 곱게 갈아 체에 받쳐 준비한다.', '도토리묵은 7cm 길이로 굵게 채썬다.', '오이는 어슷썬다.', '그릇에 묵을 담고 준비된 콩국을 붓고 오이채를 곁들인다.']",61,7,3,2,258
883,두부 달걀전,"두부 60g, 카레가루 0.4g, 후춧가루 0.1g, 밀가루 1.6g, 식용유 4g, 청고추 0.5g, 홍고추 0.5g [소스소개]저나트륨초간장소스:간장 1g, 식초 1.5g, 설탕 0.3g, 통깨 0.1g","['두부를 네모지게 썬다.', '썬 두부를 소창으로 물기를 제거한 뒤 소금과 후춧가루로 밑간 한다.', '달걀에 카레가루를 넣은 뒤 잘 풀어준다.', '두부의 물기를 제거하고 밀가루를 묻힌 뒤 3의 달걀을 입힌다.', '식용유를 넣은 팬에 청, 홍고추 송송 썬것을 얹어 노릇하게 지진다.', '저나트륨 초간장소스를 곁들여 낸다.']",179,4,13,12,164
884,두부선과 저나트륨 겨자 간장소스,"두부 80g, 표고버섯마른것 10g, 쇠고기 20g, 애호박 20g [소스소개] 쇠고*양념:설탕 1.4g, 참기름 1g저나트륨겨자간장소스 :간장 2g, 물 2g, 식초 2g, 설탕 0.5g, 연겨자 0.5g","['두부는 4x4x2cm로 썰어 윗면에 대각선으로 칼집을 넣는다.', '호박은 3cm길이로 곱게 채썰고 표고버섯과 소고기도 곱게 채썰어 양념한다.', '팬에 채썬 호박을 볶아내고 양념해 둔 표고버섯과 소고기도 볶는다.', '칼집을 넣은 두부에 볶아둔 재료들을 칼집 사이에 끼워 속을 넣는다.', '준비된 두부를 찜통에 쪄낸다.', '저나트륨 겨자 간장소스를 곁들인다.']",123,5,12,6,211
885,두부 튀김 조림,"두부 70g, 녹말가루 10g, 식용유 10g, 청피망 5g, 홍피망 5g, 노랑파프리카 5g, 간장 2g, 물엿 5g, 고추장 1g, 참기름 2g, 통깨 0.5g","['두부를 정육면체로 썬 후 소금을 뿌려 물기를 제거한 뒤 녹말가루를 묻힌다.', '두부를 175℃ 식용유에 바삭하게 두 번 튀긴다.', '피망과 파프리카는 0.5cm의 사각모양으로 썬다.', '불에 간장, 물엿, 고추장, 물을 분량대로 섞어둔다.', '식용유를 넣은 팬에 피망과 파프리카를 볶다가 섞어둔 조림장을 넣고 끓인다.', '5의 조림장이 걸쭉해지면 튀긴 두부를 넣고 조심스레 섞은 후 참기름과 통깨로 마무리 한다.']",221,14,7,16,140
886,청국장 시래기전,"대두 10g, 시레기 60g, 청고추 2g, 홍고추 2g, 새우살 13g, 밀가루 6g, 도토리가루 2g, 달걀 6.5g, 식용유 1g","['시레기는 1cm 길이로 자른다.', '저나트륨 청국장은 굵게 다진다.', '청, 홍고추와 새우 살도 굵게 다진다.', '불에 준비된 청국장, 시래기, 청, 홍고추를 도토리가루와 밀가루, 물, 달걀을 넣어 되직하게 반죽한다.', '팬에 식용유를 두르고 반죽을 부친다.', '반죽 위에 새우 살을 얹어 전을 부친다.']",118,14,7,4,49
887,카레소스를 얹은 두부 스테이크,"두부 67g, 애호박 17g, 양송이 33g, 가지 17g, 파프리카 17g, 사과 50g, 감자 33g, 카레가루 10g, 식용유 2g, 녹말가루 5g, 물 5g","['두부를 두께 2cm로 썰어 원형틀로 찍어 준비한다.', '준비한 채소는 작은 정육면체로 썰어 팬에 살짝 볶는다.', '물과 카레가루를 섞어 끓이다가 감자를 넣어 끓이고 감자가 거의 익을 때쯤에 나머지 채소를 넣어 끓인다.', '물과 녹말가루를 섞어 3의 카레소스의 농도를 맞춘다.', '가열된 팬에 두부를 노릇노릇하게 지진다.', '준비한 소스를 두부 스테이크에 뿌려낸다.']",199,27,10,7,481
888,녹차 파나코타,"녹차가루 6g, 판젤라틴 5.3g, 설탕 32g, 물 15g, 생크림 30g, 우유 55.7g, 바닐라에센스 0.1g, 통조림단팥장식용,민트장식용","['볼에 물을 담고 판 젤라틴을 넣어 3분 가량 불린 뒤 건진다.', '냄비에 녹차가루와 소량의 물을 넣고 진하게 섞는다.', '2에 우유와 크림, 설탕, 바닐라 에센스를 넣고 약한 불에서 설탕이 녹을 정도로 끓인다.', '3에 불린 젤라틴을 넣고 젤라틴이 녹을 때까지 가열한다.', '용기에 녹차 파나코타를 부은 후 실온에서 식힌다.', '냉장고에서 한번 더 식혀 완성한다.']",310,43,4,13,62
889,바지락 미역국,"바지락 10g, 미역 5g, 저염간장 5g, 마늘 5g, 참기름 2g, 홍고추 2g, 무 10g, 건새우 10g, 대파 5g, 함초가루 3g","['바지락은 해감하고 미역은 20분 동안 불린다.', '물에 파, 마늘, 홍고추, 건새우, 무를 넣고 끓여 육수를 만든다.', '냄비에 참기름과 미역, 바지락을 넣고 볶은 뒤 저염간장을 넣고 볶는다.', '볶은 냄비에 육수를 넣고 끓인다.', '함초가루로 간을 맞춘다.', '국그릇에 담는다.']",53,4,8,0,802
890,단호박견과류샐러드,"*필수 재료 : 단호박(25g), 고구마(25g), 아몬드(5g), 호두(5g), 건블루베리(5g), 당근(10g), 우유(15g)*양념 : 올리고당(5g)","['단호박과 고구마는 껍질을 벗긴다', '냄비에 우유를 붓고 단호박과 고구마를 넣어 삶는다.', '끓인 우유를 식힌 뒤 단호박과 고구마와 함께 믹서에 넣어 간다.', '견과류와 건블루베리, 당근을 잘게 썬다.', '믹서에 간 우유에 손질한 견과류와 건블루베리, 당근을 넣어 섞는다.', '올리고당으로 농도와 간을 맞춰 마무리한다.']",150,15,3,8,17
891,함박스테이크&토마토카레소스,"소고기(다짐육) 50g, 양송이버섯 5g, 양파 40g, 빵가루 25g, 다진 마늘 5g, 카레가루 15g, 토마토 25g, 당근 15g, 감자 15g, 계란노른자 5g","['양파, 양송이버섯, 당근, 감자, 토마토를 잘게 다진다.', '다진 소고기와 다진 양파, 다진 양송이버섯, 다진 마늘, 빵가루, 계란노른자를 넣고 치댄다.', '반죽을 70g씩 나눠 스테이크 모양을 만들어 굽는다.', '다진 당근, 감자, 양파, 토마토, 마늘과 카레가루를 물에 넣고 끓인다.', '카레 소스가 농도가 날 때 까지 끓인다.', '스테이크와 카레소스를 곁들여 담는다.']",84,9,6,2,106
892,모둠채소 수제피클,"*필수 재료 : 오이(20g), 파프리카(20g), 적양배추(20g)?피클물 : 설탕(15g), 식초(15g), 피클링스파이스(5g), 물(15g)","['오이와 파프리카, 적양배추는 한 입 크기로 썬다.', '냄비에 물과 피클물 재료를 넣어 끓인다.', '다른 냄비에 물을 끓여, 피클을 담을 용기를 넣어 소독한다.', '소독한 용기를 잘 말린 뒤 손질한 채소를 담는다.', '피클물이 끓으면 식힌 뒤 용기에 붓는다.', '피클을 30분간 숙성해 마무리한다.']",24,4,0,0,1
893,바지락 맑은국,"바지락 30g, 팽이버섯 10g, 홍고추 3g, 쑥갓 1g, 청양고추 3g, 무 8g, 대파 5g, 다시마 5g","['물에 무와 다시마, 대파, 청양고추를 넣고 끓인다.', '끓으면 청양고추와 다시마를 건진다.', '해감한 바지락을 넣고 끓인다.', '팽이버섯 밑둥을 자른다.', '3에 팽이버섯을 넣고 끓인다.', '고명으로 어슷 썬 홍고추, 쑥갓을 올린다.']",46,7,3,0,359
