,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
519,무말랭이김치,"무말랭이 10g, 식초 30g, 설탕 25g, 레몬 8g, 당근 5g, 오이 5g, 피클링스파이스 5g, 물 100g","['무말랭이를 물에 불린다.', '식초, 설탕, 피클링스파이스, 물을 넣고 끓인다.', '끓인 물을 식힌다.', '레몬, 당근, 오이를 적당한 크기로 자른다.', '4를 3에 넣어 하루 이상 숙성시킨다.', '보기 좋게 담는다.']",10.86,2.56,0.14,0.0,1.85
520,코울슬로샐러드,"?필수  : 양배추(30g), 양파(10g), 적파프리카(3g), 청피망(3g)?마요네즈드레싱 : 마요네즈(5g), 설탕(1g), 식초(0.5g)","['양배추와 양파, 적파프리카, 청피망을 깨끗이 씻는다.', '양배추와 양파를 잘게 썬다.', '적파프리카와 청피망은 씨를 제거하고 잘게 썬다.', '마요네즈드레싱 재료를 고루 섞는다.', '볼에 썰어둔 채소를 담는다.', '마요네즈드레싱을 넣고 버무려 마무리한다.']",,,,,
521,마들깨미역국,"건미역 4g, 마 40g, 깐들깨가루 17g, 건다시마 1g, 참기름 2.5g, 마늘 2.5g, 물 300ml","['다시 육수를 만들어 준다.', '건미역은 불려 잘게 썰어준다.', '마는 껍질을 제거한 후 깍둑 썰기하여 준비한다.', '참기름을 두르고 미역과 마늘을 볶다가 육수를 부어 끓인다.', '끓어오른 미역국에 마를 넣어 익혀준다.', '들깨가루를 넣어 한소끔 끓여낸다.']",161.9,13.1,6.8,9.2,173.6
522,바지락맑은국,"?필수 : 바지락(60g), 팽이버섯(20g), 홍고추(5g), 쑥갓(2g)?육수 : 다시마(5g), 청양고추(3g), 무(10g), 대파(5g), 물(300g)","['물에 다시마, 청양고추, 대파, 한 입 크기로 썬 무를 넣고 끓인다.', '육수가 끓으면 청양고추와 다시마를 건진다.', '해감한 바지락을 넣고 끓인다.', '팽이버섯은 밑동을 자른 뒤 적당히 가르고, 홍고추는 어슷 썰고, 쑥갓은 먹기 좋은 크기로 썬다.', '국에 팽이버섯을 넣고 끓인다.', '홍고추와 쑥갓을 넣고 마무리한다.']",9.9,0.8,1.5,0.1,82.7
523,통배추 겉절이,"?필수  : 통배추(25g), 쪽파(1g), 마늘(1g), 생강(0.5g)?양념 : 소금(0.1g), 홍시(1g), 고춧가루(1g), 젓갈(1g), 통깨(1g), 참기름(0.5g)","['배추는 연한 잎으로 골라 한 장씩 떼어 길게 갈라놓는다.', '배추에 소금을 뿌려 절인다.', '쪽파는 4cm 길이로 썰고, 마늘과 생강은 다진다.', '고춧가루에 홍시를 으깨서 나머지 양념을 섞는다.', '물기를 제거한 배추에 고춧가루 양념을 넣고 무친다.', '쪽파, 통깨, 참기름을 넣고 마무리한다.']",22.0,2.6,1.0,0.8,110.2
524,포니언 스프,"?필수 : 감자(100g), 양파(40g), 우유(30g), 시판 크루통(7g), 파슬리가루(1g)?양념 : 버터(5g), 소금(0.3g), 후춧가루(0.3g)","['감자는 슬라이스하고, 양파는 채 썬다.', '끓는 물(5컵)에 감자를 넣어 7분간 삶아 건진다.', '중간 불로 달군 팬에 버터를 두른 뒤 양파를 넣어 3~5분간 볶아 꺼낸다.', '믹서에 삶은 감자와 양파, 우유를 넣어 곱게 간다.', '냄비에 믹서에 간 재료들을 넣어 약한 불로 3분간 끓여 농도를 맞춘다.', '소금과 후춧가루로 간을 맞춘 뒤 시판 크루통과 파슬리가루를 올린다.']",187.8,24.1,5.0,7.9,109.1
525,가지 탕수육,"돼지고기(70g), 두부(50g), 아삭이고추(30g), 가지(60g), 식용유(100ml), 소금(0.3g), 후춧가루(0.2g), 간장(20g), 올리고당(30g), 식초(10g), 전분(10g), 튀김가루(50g)","['돼지고기, 두부, 아삭이고추는 잘게 다지고, 가지는 어슷하게 4등분해 가운데 칼집을 넣는다.', '다진 돼지고기는 밑간한 뒤 다진 두부, 고추를 넣어 섞는다.', '칼집을 넣은 가지에 밑간한 돼지고기를 채운 뒤 튀김가루를 묻힌다.', '튀김가루를 묻힌 가지는 180℃로 예열한 식용유(100㎖)에 7~8분간 두 번 튀긴다.', '냄비에 가지소스 재료와 물(100㎖)을 넣어 4분간 끓인다.', '그릇에 튀긴 가지를 얹고 가지소스를 뿌린다.']",297.2,27.2,7.5,17.6,596.3
526,토마토소스 애호박냉파스타,"[ 2인분 ] 토마토(2개), 참외(1개), 오이(1개), 양파(½개), 마늘(3쪽), 애호박(1개), 바질잎(4장), 블랙올리브 파우더(약간), 레몬즙(1Ts), 올리브유(5Ts), 소금(0.4Ts), 페페론치노(0.3Ts), 저염 간장(0.5Ts), 식초(2Ts), 꿀(1Ts)","['토마토는 꼭지를 제거하고, 열십자로 칼집을 낸 뒤 끓는 물에 30초간 데쳐 건지고, 껍질을 제거해 한입 크기로 썬다. ', '참외는 깨끗하게 씻어 2등분해 씨를 제거한 뒤 한입 크기로 썰고, 오이와 양파는 한입 크기로 썰고, 마늘은 꼭지를 제거한 뒤 4등분한다. ', '애호박은 스파이럴라이저로 썰고, 끓는 물에 30초간 데쳐 건진 뒤 한 김 식히고, 레몬즙(1Ts), 올리브유(2Ts), 소금(0.1Ts)에 버무린다. ', '믹서에 토마토, 오이, 참외, 양파, 마늘, 바질잎(3장), 페페론치노, 차가운 물(½컵)을 넣어 곱게 갈아 토마토소스를 만든다. ', '저염 간장, 식초, 꿀, 올리브유(3Ts), 소금(0.3Ts)을 넣어 한 번 더 곱게 간다. ', '그릇에 애호박면과 토마토소스를 담고, 바질잎(1장)과 블랙올리브 파우더를 뿌려 마무리한다.']",121.7,9.4,2.7,8.1,425.3
527,새우채소 김치롤,"[ 2인분 ] 김치(¼포기), 오이(1개), 파프리카(노랑, 빨강 각 1개), 깻잎(5장), 새우(2마리), 달걀물(2개 분량), 무순(⅓줌), 크래미(2줄), 식용유(0.3ts)","['김치는 깨끗하게 씻어 찬물에 30분간 담근 뒤 건져내고, 물기를 꼭 짠 뒤 윗동을 약간 자른다. ', '오이와 파프리카는 5cm 길이로 채 썰고, 깻잎과 무순은 깨끗하게 씻어 물기를 빼고, 크래미는 낱낱이 가른다. ', '새우는 껍질을 벗기고, 끓는 물에 익을 때까지 데쳤다 건져 길게 2등분한다. ', '약한 불로 달군 팬에 식용유를 두르고, 달걀물을 부어 지단을 부친다. ', '김발에 김치를 한 장씩 겹쳐 넓게 펼친다. ', '김치 위에 지단, 손질한 채소, 새우를 올리고, 돌돌 말아 한입 크기로 썰어 마무리한다.']",121.1,5.5,14.2,4.7,526.4
528,유린기,"?필수  : 닭다리살(110g), 양상추(25g), 그린치커리(5g), 라디치오(5g), 홍고추(5g), 청양고추(5g), 대파(5g), 무순(3g), 마늘(1g), 생강(1g), 식용유(3g)?소스 : 식초(5g), 저염간장(5g), 레몬즙(2g), 설탕(1g), 물(5g)?양념 : 옥수수전분(5g)","['양상추와 그린치커리, 라디치오는 먹기 좋은 크기로 찢고, 고추는 잘게 다진다.', '대파와 생강, 마늘은 곱게 다지고, 팬에 식용유를 두른 뒤 볶는다.', '소스 재료를 넣어 약한 불에서 5분 정도 끓인다.', '소스를 식힌 뒤 잘게 썬 고추를 섞는다.', '닭다리살에 옥수수전분을 묻히고, 팬에 식용유를 두른 뒤 노릇하게 굽는다.', '그릇에 손질한 채소를 깔고, 구운 닭다리살을 올린 뒤 소스와 무순을 올려 마무리한다.']",173.3,7.3,11.3,11.0,148.2
529,두부샐러드 메밀김밥,"2인분 기준? [간편식 ] 메밀면(생면, 166g), 오이(55g), 양파(42g), 당근(25g), 족발(200g), 달걀지단(20g)? [추가 ] 양배추(50g), 사과(1/4개=60g), 깻잎(15g), 리코타 치즈(60g), 연두부(80g), 다진 레몬청 과육(50g), 참기름(14g), 간장(20g), 김(2장)","['당근, 양파, 깻잎은 깨끗이 씻고, 오이, 양배추, 사과는 채 썬다.', '리코타 치즈, 연두부, 다진 레몬청 과육을 섞어 소스를 만들고 양배추, 사과와 함께 버무려 두부 리코타 샐러드를 만든다.', '메밀면을 4분간 삶아 물기를 제거한 후 참기름, 간장을 넣어 버무린다.', '족발은 전자레인지에 1분간 돌리고 채 썰어 준비한다.', '김을 깔고 양념한 메밀면 → 깻잎 → 오이 → 당근 → 양파 → 두부 리코타 샐러드 → 족발 순서로 올려 말아 김밥을 만든다.', '김밥을 먹기 좋은 크기로 썰고 달걀지단을 올려 마무리한다.']",423.9,30.2,30.4,20.1,561.9
530,토마토채소스프와 연어소바찜,"토마토(356g), 무(6g), 당근(6g), 마늘(5g), 양파(6g), 연어(100g), 메밀면(70g), 월계수잎(2g), 소금(1g)","['토마토(100g)와 무, 당근, 마늘, 양파는 작게 썰고, 연어는 길게 2장으로 포를 뜬다.', '믹서에 토마토(250g)를 넣어 간 뒤 체에 걸러 월계수잎과 함께 3분간 졸인다.', '졸인 토마토에 작게 썬 토마토와 무, 당근, 마늘, 양파, 소금을 넣어 1분간 볶다가 물(250㎖)을 넣고 5분간 끓인다.', '끓는 물(800㎖)에 메밀면을 넣어 4분간 삶아 찬물에 헹군 뒤 포 뜬 연어에 돌돌만다.', '면포 깐 찜기에 김이 오르면 메밀면을 감싼 연어를 넣어 3분간 찐다.', '그릇에 토마토채소스프와 연어소바찜을 담아 마무리한다.']",260.0,37.2,16.3,5.1,250.5
531,참나물무말이 물김치,"참나물(30g), 무(20g), 레몬(1개), 설탕(10g), 사과식초(20g), 물(20㎖), 사과식초(15g), 마늘(2쪽), 홍고추(1개), 사과(½개)","['끓는 물(500㎖)에 참나물 줄기를 1분간 데쳐 건진 뒤 찬물에 헹군다.', '무는 둥근 모양을 살려 얇게 썰고, 참나물 잎은 얇게 채 썰고, 레몬은 강판에 갈아 제스트를 만든다.', '냄비에 절임물 재료와 물(40㎖)을 넣어 2분간 끓인 뒤 손질한 무를 넣어 30분간 절인다.', '믹서에 김칫국물 재료를 넣어 간 뒤 고운체에 거른다.', '절인 무에 채 썬 참나물 잎을 올려 돌돌 말고 데친 참나물 줄기로 묶는다.', '그릇에 무말이와 김칫국물을 담은 뒤 레몬 제스트를 뿌린다.']",34.4,7.5,0.8,0.2,209
532,소고기 무국,"소고기 14g, 무 15g, 파 3g, 느타리버섯 5g, 숙주 5g, 저염간장 10g, 물 150g","['소고기를 먹기 좋은 크기로 썬다.', '무를 한입 크기로 썬다.', '냄비에 참기름을 두르고 고기의 핏기가 없어질 때 까지 볶는다.', '고기가 익으면 무를 넣고 투명해질 때 까지 볶는다.', '중불에서 물을 붓고 끓으면 느타리버섯을 넣는다.', '숙주나물과 파를 넣고 한소끔 끓이고 저염간장과 고춧가루를 넣는다.']",46.5,3.42,6.49,0.77,226.87
533,매운락교무침,"?필수  : 락교(30g), 쪽파(2g), 마늘(0.1g)?양념장 : 고춧가루(0.3g), 설탕(0.3g), 참기름(0.1g), 참깨(0.1g)","['락교는 물에 헹군다.', '락교의 물기를 제거한다.', '쪽파는 송송 썬다.', '마늘은 곱게 다진다.', '양념장을 만든다.', '락교와 쪽파, 다진마늘에 양념장을 골고루 버무려 마무리한다.']",46.9,8.4,0.9,1.1,500.6
534,채소초밥,"쌀 40g, 현미 30g, 현미찹쌀 5g, 애호박 20g, 새송이버섯 20g, 우엉 20g, 적파프리카 15g, 황파프리카 15g, 주황파프리카 15g, 식초 2.5g, 설탕 2g, 파래김 1g, 미향 1g, 레몬 0.3g, 건다시마 0.1g","['쌀, 현미, 현미찹쌀은 물에 불린 뒤 고슬고슬하게 밥을 짓는다.', '분량의 식초, 설탕, 다시마, 레몬, 미향을 넣고 초밥용 배합초를 만들어 밥과 섞는다.', '우엉은 0.5cm 두께로 슬라이스 한 뒤 끓는 물에 데쳐 팬에 굽는다.', '애호박, 파프리카는 초밥 크기로 썰어 소금물에 절인 뒤 팬에 굽는다.', '밥을 초밥모양으로 길쭉하게 만든 뒤 파프리카, 우엉, 버섯, 애호박을 올려 초밥을 만든다.', '길게 썬 파래김으로 채소가 고정되도록 밥을 감싼다.']",393.26,87.64,7.59,1.37,144.48
535,꽃게바지락찌개,"꽃게 8.2g, 바지락 4g, 조선무 11.3g, 깐양파 5g, 애호박 9.2g, 두절콩나물 5.3g, 국멸치 1.3g, 건다시마 0.3g, 깐대파 2g, 국간장 1.4g, 고춧가루 0.6g, 된장 0.5g, 고추장 0.6g, 물 300ml","['국멸치, 건다시마로 육수를 낸다.', '꽃게는 먹기 좋은 크기로 손질하고, 바지락은 해감하여 준비한다.', '무는 나박썰기, 양파는 사각썰기, 애호박은 반달썰기, 파는 어슷썰기 한다.', '콩나물은 거두절미 한다.', '육수에 무, 꽃게, 바지락을 넣고 한소끔 끓인다.', '콩나물, 양파, 애호박 대파를 넣고 끓이다 간을 맞춰 마무리한다.']",23.2,0.2,1.4,1.3,113.5
536,새뱅이찌개,"물 300ml, 다시마 2g, 양파 15g, 새뱅이 30g, 밀가루 20g, 호박 10g, 무 10g, 청양고추 5g, 파10g, 마늘 5g, 쑥갓 5g, 고춧가루 3g, 고추장 3g, 소금 2g, 간장 1g","['다시마, 양파와 물을 넣고 육수를 만든다.', '새뱅이는 불순문을 제거하여 세척하고, 밀가루에 물을 넣어 손수제비 반죽을 한다.', '무와 호박은 나박썰기, 고추와 파는 어슷썰기, 마늘은 다진다.', '들기름 두른 냄비에 무, 고추장, 고춧가루를 볶다가 육수를 부워 끓인다.', '새뱅이와 호박, 고추 마늘을 넣어 끓인다.', '손수제비와 파를 넣고 간을 맞추고 마지막에 쑥갓을 올린다.']",74.9,14.7,3.8,0.1,561
537,황태미역국,"?필수  : 건미역(2g), 황태(4g)?육수 : 황태머리(5g), 다시마(1g), 표고버섯(1g), 대파(1g), 물(250g)?양념 : 참기름(1g), 다진마늘(1g), 저염국간장(2g)","['물과 육수 재료를 넣고 끓여 육수를 만든다.', '끓인 육수를 체에 거른다.', '건미역과 황태를 물에 불린 후, 먹기 좋은 크기로 썬다.', '냄비에 참기름을 두르고 미역과 황태를 넣어 볶는다.', '냄비에 육수를 넣고 끓인다', '다진마늘과 저염국간장으로 간을 맞춰 마무리한다.']",46.0,6.6,3.5,0.6,170.4
538,매실입은가지닭볶음탕,"닭고기 100g, 가지 30g, 매실엑기스 5g, 파 5g,, 마늘2g, 대두유 3g, 간장 3g, 식초 2g, 미림 2g, 올리고당 2g, 참기름 1g","['닭과 가지는 먹기 좋은 사이즈로 토막 낸다.', '다진파, 다진 마늘, 맛술, 참기름, 올리고당에 닭을 재운다.', '매실엑기스, 간장, 식초, 다진마늘, 미림, 물을 섞어 소스를 만든다.', '가지와 닭은 오븐에 구워준다.', '구워진 닭과 가지를 매실소스에 버무린다.', '팬에 소스 묻은 닭과 가지를 볶아 낸다.']",211.4,9.2,26.2,7.7,241.6
539,곤약 가스,"냉동 곤약(200g), 채 썬 양파(50g), 납작 썬 마늘(10g), 채소 육수(100㎖), 아몬드(100g), 땅콩(100g), 통밀가루(45g), 미림(20g), 간장(5g), 간 마늘(10g), 토마토 페이스트(30g), 간장(10g), 설탕(3g), 발사믹식초(5g), 식용유(5㎖)","['냉동 곤약에 칼집을 낸 뒤 냄비에 조림 양념과 물(40㎖)을 함께 넣고 5분간 조린다.', '팬에 채 썬 양파와 납작 썬 마늘을 넣어 3분간 볶다가 토마토 페이스트(30g)를 넣어 3분간 볶는다.', '채소 육수(100㎖), 간장(10g), 설탕(3g), 발사믹식초(5g)를 넣어 3분간 끓인 뒤 체에 밭쳐 건더기를 걸러 내 소스를 만든다.', '중간 불로 달군 마른 팬에 아몬드와 땅콩을 5분간 볶은 뒤 잘게 다진다.', '조린 곤약에 통밀가루(45g)와 물(40㎖)을 섞은 반죽을 입힌 뒤 잘게 다진 견과류를 묻힌다.', '중간 불로 달군 팬에 식용유(5㎖)를 두른 뒤 견과류를 묻힌 곤약을 넣어 앞뒤로 3~5분간 굽고, 그릇에 곤약가스를 올리고 ③의 소스를 곁들인다.']",449.8,39.0,15.0,26.0,385.3
540,두부크림 관자뇨키,"[ 2인분 ] 양파(25g), 관자(200g), 새우(6마리), 모시조개(6개), 청양고추(2개), 두부(200g), 우유(⅔컵), 생크림(⅔컵), 후춧가루(약간), 다진 마늘(0.7Ts), 바질(4장), 그라나파다노 치즈(1Ts)","['양파는 5mm 두께로 채 썰고, 청양고추는 어슷 썬 뒤 씨를 제거하고, 관자는 깨끗하게 헹군 뒤 후춧가루로 밑간한다. ', '두부에 우유와 생크림을 넣어 고루 섞어 두부크림을 만든다. ', '중간 불로 달군 팬에 식용유(1.5Ts)를 두른 뒤 관자를 넣어 불투명해질 때까지 구워 꺼낸다. ', '같은 팬에 식용유(0.5Ts)를 두른 뒤 다진 마늘과 양파를 넣어 볶다가 새우, 모시조개, 청양고추를 넣어 볶는다. ', '물(100ml)을 넣어 조개가 입을 벌릴 때까지 끓이고, 두부크림을 넣어 끓어오르면 관자를 넣어 3분간 익힌다. ', '그릇에 담아 바질을 올리고, 그라나파다노 치즈를 뿌려 마무리한다.']",267.6,12.9,26.5,12.2,478.9
541,토마토 해물누룽지탕,"2인분 기준?[간편식 ] 알배추(40g), 우목심(50g), 깻잎(5g), 청경채(25g), 팽이버섯(20g), 표고버섯(5g), 숙주(30g)?[추가 ] 오징어(30g), 새우(40g), 홍합(164g), 베트남 건고추(10g), 토마토(250g), 청양고추(4g), 양파(50g), 대파(흰 부분, 10g), 편 마늘(10g), 시판 누룽지(50g), 토마토 페이스트(20g), 식용유(10g), 간장(5g), 고춧가루(6g), 후추(3g), 다시팩(20g), 물(4컵=800g)","['물에 다시팩을 넣고 20분간 중불에 끓여 육수를 만들고, 오징어는 껍질을 벗겨 솔방울 모양으로 썰고 홍합은 수염을 제거하고 새우는 몸통의 껍질을 벗긴다.', '토마토는 껍질을 벗겨 5×5mm 크기로 썰고, 알배추, 표고버섯, 청양고추, 양파, 우목심, 깻잎은 채 썰고 청경채는 어슷 썬다.', '팬에 토마토 페이스트를 볶다가 토마토를 넣고 끓이고 고춧가루, 다시마 육수(200ml)를 넣고 살짝 끓여 토마토 소스를 만든다.', '팬에 식용유를 두르고 대파, 편 마늘을 볶고, 우목심, 새우, 오징어, 홍합, 알배추, 양파, 표고버섯, 건고추를 넣어 볶다가 후추로 간하고, 간장을 넣는다.', '토마토 소스를 함께 넣어 5분간 끓인다.', '청경채, 팽이버섯, 숙주를 넣어 살짝 볶고, 깻잎과 누룽지를 올려 마무리한다.']",238.9,28.6,16.3,6.6,585.2
542,"삼색나물, 토마토양념장","토마토 35g, 마늘 2g, 양파 20g, 꿀 15g, 식초 15g, 도라지 15g, 시금치 30g, 고사리 20g, 고추장 20g, 소금 2g, 참기름 5g","['토마토를 데쳐 껍질을 벗겨낸 뒤 잘게 썬다.', '마늘과 양파를 잘게 다진 뒤 썰어둔 토마토, 고추장, 꿀, 식초와 골고루 섞는다.', '도라지는 껍질을 벗긴 뒤 물에 담궈 쓴맛을 제거하고 길이 5cm, 두께 0.5cm로 찢는다.', '시금치는 뿌리를 잘라내고 2~4등분으로 나눈다.', '고사리는 깨끗하게 씻은 뒤 물에 불린다.', '끓는 물에 소금을 넣고 도라지, 시금치, 고사리 순으로 데친 뒤 찬물에 헹궈 물기를 짜고 양념장을 곁들인다.']",35.96,5.71,1.71,0.7,103.32
543,양배추말이 김치,"양배추(2장), 시금치(20g), 오이(60g), 당근(20g), 고춧가루(1t), 간장(1t), 사과식초(1t), 사과즙(1t)","['끓는 물(800㎖)에 양배추와 시금치를 넣어 데친 뒤 찬물에 헹궈 체에 밭쳐 물기를 제거한다.', '데친 시금치와 오이, 당근은 얇게 채 썬다.', '데친 양배추를 깔고 위에 채 썬 재료를 올려 돌돌 말아준다.', '양념장을 만든다.', '양배추말이를 한입 크기로 썰어 그릇에 담은 뒤 양념장을 곁들인다.']",33.2,6.1,1.7,0.2,200.2
544,떡순이 두부쌈,"2인분 기준? [가정 간편식 ] 누들 떡볶이 떡(20개, 130g), 소고기 양지(110g), 어묵(1장, 40g), 양배추(60g), 떡볶이양념파우더(30g)? [추가 ] 쌈두부(100g), 부추(10g), 파프리카(빨간색, 노란색 각 30g), 식용유(25g), 물(150g)","['양배추, 어묵, 파프리카를 길게 썰고 부추는 한번 데친다.', '팬에 식용유를 살짝 두르고 어묵을 볶아 꺼내고, 같은 팬에 소고기 양지를 구워 준비한다.', '냄비에 물과 누들 떡볶이 떡을 넣어 끓이고 떡이 익으면 건져낸다.', '떡볶이양념파우더를 넣고 조려서 떡볶이 소스를 만든다.', '쌈두부를 깔고 조리한 소고기 양지, 떡과 손질한 어묵, 파프리카, 양배추를 올린 후 싸서 데친 부추로 묶는다.', '떡볶이 소스를 곁들여 마무리한다.']",517.0,47.4,32.5,22.0,566
545,채소 프리타타,"2인분 기준? [가정 간편식 ] 소고기(180g), 단호박(50g), 팽이버섯(20g), 새송이버섯(25g), 느타리버섯(20g), 쌈추(10g), 적근대(10g), 배추(20g), 숙주(20g)? [추가 ] 달걀(3개=180g), 우유(75g), 식용유(26g), 소금(2g), 새싹채소(50g), 리코타 치즈(20g), 올리브유(20g)","['단호박, 팽이버섯, 새송이버섯, 느타리버섯, 쌈추, 적근대, 배추, 숙주와 소고기를 3cm 크기로 자른다.', '팬에 식용유(20g)를 두르고 중간 불에 손질한 채소와 소고기를 차례대로 볶는다.', '볼에 달걀을 풀고 소금, 우유를 넣고 섞어 달걀물을 만든다.', '타르트 틀에 식용유(6g)를 바르고 볶은 채소, 소고기를 올리고 ③을 넣는다.', '140도로 예열한 오븐에 25분 정도 구워 프리타타를 만든다.', '프리타타 위에 새싹채소와 리코타 치즈를 올린 후 올리브유를 두르고 마무리한다.']",467.2,14.8,33.3,30.6,478.6
546,고등어 라따뚜이 파스타,"2인분 기준? [가정 간편식 ] 고등어(1마리=250g), 시래기(30g), 무(20g), 대파(20g), 청양고추(20g), 양념장(75g)? [추가 ] 토마토 홀(200g), 가지(60g), 애호박(90g), 표고버섯(40g), 두부면(50g), 가다랑어포(2g), 바질 잎(2g), 식용유(20g), 물(3컵=600g)","['냄비에 물, 무, 대파를 넣고 끓으면 불을 끄고 가다랑어포를 넣고, 30분 후에 체로 걸러 육수를 만든다.', '애호박, 가지, 표고버섯은 두께 5mm 크기로 썬다. 시래기는 굵게 다진다.', '\n고등어는 흐르는 물에 씻은 후 키친타월로 물기를 제거하고, 180도로 예열한 팬에 식용유를 두르고 고등어를 껍질부터 앞뒤로 10분 동안 굽는다.', '\n고등어를 구운 팬에 남은 기름을 이용해 시래기를 볶고, 토마토 홀을 넣고 주걱으로 으깬다.', '육수(500g)와 양념장, 구운 고등어, 손질한 애호박, 가지, 표고버섯을 넣고 중간 불에서 조린다.', '\n청양고추, 두부면을 넣고 2분 정도 더 조리한 후 불을 끄고 접시에 담고, 바질 잎을 올려 마무리한다.']",420.7,13.8,24.3,29.9,551.5
547,홍시에이드,"홍시 50g, 배 20g, 탄산수 50g, 사이다 50g","['홍시를 반으로 가르고 껍질을 벗긴다.', '씨를 제거한 뒤 3등분으로 썬다.', '배는 1/4로 나눠 껍질을 벗긴다.', '믹서에 배, 홍시를 넣고 간다.', '4를 냉동실에서 살짝 얼린다.', '반쯤 얼었을 때 탄산수와 사이다를 섞는다.']",42.14,10.3,0.18,0.02,2.06
548,낙지묵은지콩나물국,"낙지 50g, 묵은지 20g, 콩나물 40g, 무 40g, 대파 5g, 마늘 5g, 국멸치 3g, 대두유 5g, 간장 1.5g, 쌀뜨물 300ml , 고춧가루 5g","['쌀뜨물과 국멸치로 육수를 우리고 멸치를 건져낸다.', '무는 나박썰기, 대파는 어슷썰기, 마늘은 다진다.', '묵은지는 물에 헹구어 짠맛을 빼주고 기름에 살짝 볶는다.', '멸치육수에 묵은지, 낙지, 고춧가루, 무, 마늘을 넣고 끓인다.', '콩나물을 넣고 국간장으로 간을 하여 끓인다.', '대파를 얹어 마무리한다.']",71.7,9.4,6.3,1.0,280.5
549,코코넛워터 토마토카레,"양파(75g), 감자(50g), 당근(40g), 닭가슴살(100g), 토마토(150g), 코코넛워터(100㎖), 우유(100㎖), 현미밥(150g), 올리브유(10g), 후춧가루(3g), 카레가루(10g), 물(3T), 그릭요거트(45g), 소금(0.5g), 올리브유(10g), 올리고당(10g), 다진 마늘(15g), 카레가루(10g), 파슬리가루(0.5g)","['양파(30g)는 다지고, 나머지 양파와 감자, 당근, 닭가슴살은 한입 크기로 썬다.', '닭가슴살은 밑간해 고루 버무려 재운다.', '끓는 물에 토마토를 넣어 20초간 데쳐 건진 뒤 껍질을 벗겨 8등분한다.', '중간 불로 달군 팬에 올리브유(10g)를 두른 뒤 다진 양파와 올리고당, 다진 마늘, 카레가루를 넣어 2분간 볶다가 손질한 토마토를 넣고 으깨듯 볶는다.', '손질한 채소와 밑간한 닭가슴살을 넣고 2분간 볶은 뒤 코코넛워터와 우유를 부어 끓인다.', '그릇에 현미밥을 담고 카레를 부은 뒤 요거트소스와 파슬리가루(0.5g)를 올려 마무리한다.']",583.9,88.6,25.2,14.3,601.2
550,치즈 단호박,"단호박(1개=800g), 달걀(1개), 맛술(1T), 우유(1T), 모차렐라치즈(30g), 그라나파다노치즈(1Ts), 아몬드 플레이크(2Ts), 꿀(1Ts), 파슬리가루(약간)","['단호박은 3mm 정도 윗부분을 도려내 씨를 제거한 뒤 전자레인지에 5분간 돌려 익힌다.', '단호박 씨를 제거한 뒤 속(50g)을 파서 덜어놓는다.', '달걀은 곱게 풀어 체에 내린 뒤 맛술, 우유, 모차렐라치즈(20g), 덜어 놓은 호박과 함께 믹서에 넣어 간다.', '속을 파낸 단호박에 간 재료를 넣은 뒤 뚜껑을 닫고 전자레인지에 8분간 돌려 익힌다.', '뚜껑을 열고 모차렐라치즈(10g)를 올려 전자레인지에 3분간 돌려 녹인다.', '단호박을 6~7등분해 그릇에 담고 꿀과 그라나파다노치즈, 아몬드 플레이크, 파슬리가루를 뿌린다.']",379.3,49.0,19.0,11.9,248.5
551,강황 투움바 파스타,"[ 2인분 ] 양파(1개), 양송이버섯(6개), 마늘(5쪽), 토마토(3개), 탈리아텔레(200g), 말린 토마토(2개), 다진 파슬리(0.5Ts), 핑크 페퍼(5알), 바질잎(2장), 바게트(약간), 물(1260ml), 무(150g), 양파(1개), 다시마(5×5cm, 2장), 올리브유(2Ts), 강황가루(2ts), 고운 고춧가루(0.5ts), 식물성 생크림(⅔컵), 두유(¼컵), 후춧가루(2ts)","['양파는 도톰하게 채 썰고, 양송이버섯은 모양대로 썰고, 마늘은 납작 썰고, 토마토는 6~8등분한다. ', '채소 육수(6컵)에 탈리아텔레를 넣고 13분간 삶아 건진다. ', '중간 불로 달군 팬에 올리브유를 두른 뒤 납작 썬 마늘을 노릇하게 익히고, 양파와 양송이버섯을 넣어 3분간 볶는다. ', '면수(1컵), 강황가루, 고운 고춧가루를 넣어 고루 섞고, 토마토를 넣어 볶다가 식물성 생크림과 두유를 넣어 끓어 오르면 말린 토마토를 넣고 1분간 끓인다. ', '삶은 탈리아텔레를 넣고, 소스가 면에 잘 배어들게 고루 볶은 뒤 후춧가루를 뿌린다. ', '그릇에 담고 다진 파슬리와 핑크 페퍼를 뿌리고, 바질잎과 바게트를 곁들여 마무리한다.']",392.5,60.4,11.7,11.6,221.7
